use_parallel,batch_size,num_heads,seq_len,emb_dim,B_c,B_r,block_dim_y,time
1,2,2,256,128,32,16,5,3.17973
1,2,2,1024,128,32,16,5,16.4002
1,2,2,4096,128,32,16,5,187.839
1,2,2,6144,128,32,16,5,355.295
1,2,2,8192,128,32,16,5,655.707
