use_parallel,batch_size,num_heads,seq_len,emb_dim,B_c,B_r,block_dim_y,time
1,2,2,4096,16,8,64,5,1102.05
1,2,2,4096,32,8,64,5,2422.93
1,2,2,4096,64,8,64,5,4598.88
1,2,2,4096,128,8,64,5,8948.73
1,2,2,4096,256,8,64,5,19114.7
1,2,2,4096,512,8,64,5,38086.4
