use_parallel,batch_size,num_heads,seq_len,emb_dim,B_c,B_r,block_dim_y,time
1,5,5,4096,128,1,32,5,23584.2
1,5,5,4096,128,2,32,5,14491.4
1,5,5,4096,128,4,32,5,9675.07
1,5,5,4096,128,16,32,5,6435.34
1,5,5,4096,128,32,32,5,7326.53
1,5,5,4096,128,64,32,5,7088.43
1,5,5,4096,128,128,32,5,-2.0
